Content,RT,R1P,LR,EQE,PR,VR,DR,SSR,TR,NRCA,CR,UR,UV,CE,Label
上妆效果：不反光看起来不假今天是第五天了很奈斯我的肤质：我跟弟弟早上同时贴上的我的显色比较慢他当天晚上就黑了我的只有浅浅的灰色不过最后的颜色都很好,1,4,73,0,1,0,-1,0,0,0,4,143,1,0.333936662,1
此用户没有填写评价。,1,0,10,0,0,1,4,0,0,0,0,1409,1,0.145428,1
用精油香薰，非常喜欢，质量保证,1,0,15,0,0,0,-1,0,0,1,0,1761,0,0.845990864,1
卖家发货很快，包装好，顺丰快递就是好，给孩子带到宿舍用的，舍得七七八八充电线一大堆，先给五星好评！,1,0,49,1,1,0,-1,0,0,0,0,1344,1,0.588459131,1
很好啊，孩子喜欢。,1,0,9,0,0,0,-1,0,0,0,3,3605,0,0.956764481,1
很喜欢和集美一起使用??花臂小姐姐,1,0,17,2,0,1,-1,0,0,0,4,299,0,0.990522293,1
特别高档的一款衣服，老公特别喜欢，特别帅气,1,0,21,0,0,0,-1,0,0,0,1,309,1,0.997982689,1
挺好看的贴的时候要按照要求贴要不然颜色会浅点图案喜欢还赠了两个小图卖家挺好的,1,0,38,0,1,0,-1,0,0,0,4,86,1,0.996798804,1
宝贝已收到?，超级喜欢，颜值高又实用，超级喜欢！???,1,0,27,5,0,0,-1,0,0,0,0,1164,1,0.965089693,1
宝贝收到，满意,1,0,7,0,0,0,-1,0,0,0,0,718,1,0.826841767,1
物美价廉，值得购买,1,0,9,0,0,0,1,0,1,1,0,634,1,0.943927466,1
宝贝真不错，做的真细心，值得拥有，快递很快,1,0,21,0,0,0,-1,1,0,0,6,443,1,0.999921303,1
是理想中的产品??，质量不错，物流也很快，值得点赞！,1,0,26,3,0,0,-1,1,0,0,6,147,1,0.997453217,1
接线柱磨损严重，外壳有烫伤，卖家说电池是全新的，只是出厂检测时候弄的，我信了,1,1,38,0,1,0,-1,0,0,0,0,1470,0,0.001287392,1
讲真东西还不错，热敷显色挺快的，但是掉色也挺快的。第四天就开始掉色了，我一天贴一个，第四个刚显色第一个就脱色成这样了,1,1,58,0,0,1,-1,0,0,0,4,996,0,0.942711362,1
买来玩手柄的，加一个假电池就可以替代一对5号电池了，不错的,1,0,29,0,0,0,-1,0,0,0,0,1952,0,0.895705521,1
包包确实不错，物美价廉，孩子很喜欢,1,0,17,0,1,0,-1,0,0,0,6,512,1,0.996252911,1
质量很好，包装严实没有损坏，物美价廉,1,0,18,0,0,0,-1,0,0,0,0,1634,1,0.826135056,1
质量蛮好的，发货挺快的,1,0,11,0,0,0,-1,0,1,1,1,366,1,0.953795787,1
物流特别快,1,0,5,0,0,0,-1,0,1,0,0,945,1,0.781682399,1
宝贝不错,1,0,4,0,0,0,-1,0,0,0,0,359,0,0.958219443,1
此用户没有填写评价。,1,0,10,0,1,0,9,0,0,0,1,1485,0,0.145428,1
物流给力，充电器无线确实方便很多，喜欢,1,0,19,0,0,0,-1,1,0,0,0,336,1,0.952281946,1
宝贝收到，很方便使用，物流很快，很满意的一次购物,1,0,24,0,0,0,-1,1,0,0,0,89,0,0.996036691,1
还可以吧，没听说不好,1,0,10,0,0,0,-1,0,0,0,3,1607,0,0.193558993,1
挺好的，质量不错。做工很好。穿上显瘦。,1,0,19,0,1,0,-1,0,0,1,1,1409,0,0.99986764,1
整体评价：非常好持久情况：已经一个多星期了，还没掉色上妆效果：操作非常简单,1,0,37,0,1,0,-1,0,0,0,4,1110,0,0.302758431,1
不知道好不好，反应装上去充电一晚上，第二天还是老样子，,1,0,27,0,0,0,-1,0,0,1,0,1063,0,0.069958622,1
无线充电用着很方便，价格小贵了一点,1,0,17,0,0,0,-1,1,0,0,0,1068,1,0.606550634,1
衣服不错，可以购买,1,0,9,0,0,0,-1,0,0,1,1,863,0,0.921193166,1
我购买的是二十二，然后非常小巧本来劲就比较小，然后这个箱子刚好超级值得入手温柔的女孩子强烈推荐超级喜欢,1,1,51,0,1,1,-1,0,0,0,6,131,1,0.999364254,1
非常差亲们别上当黄桃根本不能吃的非常硬第一次买到这么差的商品,1,0,30,0,0,0,-1,0,0,0,3,1191,0,0.000785164,1
不错挺好吃的,1,0,6,0,0,0,-1,0,0,0,3,634,1,0.950015592,1
整理容易度：一插就可以用适用年龄：小一点的小孩大了就算了,1,0,28,0,1,0,-1,0,0,0,0,273,0,0.203923685,1
第一次贴没估计好距离整太远了。一觉起来就显色了，不过睡前裹的保鲜膜睡到一半迷迷糊糊摘了，结果手心也印上了orz！睡觉不老实的姐妹一定要确保裹好保鲜膜嗷&mdash;&mdash;颜色比较深的那张是过去14小时了。,1,0,106,1,1,0,-1,0,0,0,4,254,1,0.00011622,1
宝贝不错，价格实惠,1,0,9,0,0,0,-1,0,0,0,0,129,0,0.994567955,1
不错，40W的快充，价格比别家实惠些。看外观和试用感觉就是正品所以懒得查防伪了。,1,0,40,0,1,0,-1,0,0,0,0,3200,0,0.998951771,1
箱子不错，已经超出我的想象不错，轮子顺畅，如果能耐用更好！双11我最满意就是这箱子！,1,2,42,2,1,0,-1,0,0,0,6,1608,0,0.872758666,1
跟实体店没有区别，还便宜，喜欢！,1,0,16,1,0,0,-1,1,0,0,0,329,1,0.726884193,1
充电器是正品的，质量很好，，充得很快,1,0,18,0,0,0,-1,0,0,0,0,1264,1,0.998010482,1
收到了没有一点损坏，卖家服务态度很好，这个吧台买的确实太值了，推荐了好几个同行买这家的,1,0,43,0,1,1,-1,0,0,0,0,988,0,0.005642784,1
真的像真纹身的，推荐入手，四天左右时间了，真的好真!真的好帅!巨好看！不要问我为什么贴老虎，哈哈，就是喜欢这种酷酷的。不敢纹身又喜欢纹身的，可以一试,1,1,74,3,1,1,-1,0,0,0,4,14,1,0.999589242,1
背包很好看，质量不错，手感好，喜欢的小宝贝们可以下单了，么么哒,1,0,31,0,1,0,-1,0,0,0,6,53,1,0.994057688,1
终于买到满意的商品了，超出期望，非常喜欢,1,0,20,0,0,0,-1,1,0,0,1,315,0,0.678260243,1
宝贝收到很满意。质量很好，卖家服务态度很好,1,0,21,0,0,0,-1,0,0,1,0,807,1,0.978374424,1
想买的别犹豫哇！没有廉价的感觉，很高端，特别棒！,1,0,24,2,0,0,-1,1,0,1,0,819,0,0.997594013,1
充电器好用，充电方便速度。,1,0,13,0,0,0,-1,1,0,0,0,759,1,0.927741632,1
物美价廉，物流给力，值得回购,1,0,14,0,0,0,-1,1,0,0,0,2186,1,0.723089907,1
男朋友送的，真的巨好吃！！！集美们不要犹豫！冲它！,1,0,25,5,1,0,-1,0,0,0,3,76,1,0.740281724,1
吃了两盒才来评论的，我家孩子特别喜欢吃，以后还会回购。,1,1,27,0,1,0,-1,0,0,0,3,207,1,0.589386759,1
质量好，方便好用，价格适中，方便安装,1,0,18,0,0,0,-1,0,0,0,0,151,1,0.930923359,1
商品挺好的,1,0,5,0,0,0,-1,0,1,0,0,1235,0,0.803181178,1
描述一致的，应该是正品吧？,1,0,13,1,1,0,-1,0,0,0,0,1194,0,0.910235148,1
宝贝很好，试用了差不多一个小时，充电速度相对比其它产品快很多，也不会有那种严重的发烫，发烫的温度是属于正常范围的，做工质量很好，非常喜欢，值得推荐！,1,0,74,1,1,1,-1,0,1,0,0,612,1,0.998190475,1
外观设计漂亮，充电速度快，小巧玲珑携带方便，在也不用担心外出手机没电了。,1,0,36,0,0,0,-1,1,0,0,0,912,1,0.999439779,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
还不错，下次再回购??,1,0,11,2,0,0,-1,0,0,0,3,628,1,0.614988588,1
这个版型，，只能披着穿,1,0,11,0,0,0,-1,0,0,0,1,5251,0,0.19877864,1
宝贝质量很好，做工精细，我非常满意,1,1,17,0,0,0,-1,1,0,0,0,1072,0,0.99839041,1
功能棒棒的，很喜欢。价格还很便宜。,1,0,17,0,0,0,-1,1,0,0,0,4573,1,0.999935662,1
宝贝收到了，质感很好！小度又复活了！,1,0,18,2,1,0,-1,0,0,0,0,160,1,0.974308076,1
整体评价：非常好持久情况：已经一个多星期了，还没掉色上妆效果：操作非常简单,1,0,37,0,1,0,-1,0,0,0,4,1110,0,0.302758431,1
商品不错的,1,0,5,0,0,0,-1,0,0,0,0,1005,0,0.839861372,1
羽绒服收到了，版型很赞，很喜欢，而且做工也很好！,1,0,24,1,0,0,-1,0,0,1,1,3177,1,0.994578974,1
充电方便，手机随手放就可以充电，横竖都可以充，还可以做支架,1,0,29,0,0,0,-1,1,0,0,0,206,1,0.301197628,1
宝贝收到了，非常好看，手感非常好,1,0,16,0,1,0,-1,0,0,0,6,60,1,0.954229965,1
做工结实,1,0,4,0,0,0,-1,0,0,0,0,469,0,0.835685863,1
宝贝很好，是正品。质量非常不错。,1,0,16,0,0,0,-1,0,0,0,0,458,0,0.997174401,1
质量不错啊，性价比高，非常满意，有需要还会来的,1,0,23,0,0,0,-1,1,0,0,0,1191,1,0.996624346,1
很喜欢和集美一起使用??花臂小姐姐,1,0,17,2,0,1,-1,0,0,0,4,299,0,0.990522293,1
正品，充电很快，推荐,1,0,10,0,0,0,-1,0,0,0,0,2199,1,0.9682049,1
甜巧克力，女朋友觉得口味ok，哈哈哈，这么高卡路里，又要埋怨说胖了,1,0,33,0,0,0,-1,0,1,0,3,583,0,0.998279545,1
质量很不错,1,0,5,0,0,0,-1,0,0,0,0,1461,0,0.911520836,1
已经使用了，很好用！,1,0,10,1,1,0,-1,0,0,0,0,1071,1,0.779522998,1
真的像真纹身的，推荐入手，四天左右时间了，真的好真!真的好帅!巨好看！不要问我为什么贴老虎，哈哈，就是喜欢这种酷酷的。不敢纹身又喜欢纹身的，可以一试,1,1,74,3,1,1,-1,0,0,0,4,14,1,0.999589242,1
听男朋友说还不错，我还没看过，看了再来追评,1,1,21,0,0,0,-1,0,0,0,1,72,1,0.749800267,1
充电很快，是原装正品，非常好,1,0,14,0,0,0,-1,0,0,0,0,2496,0,0.971404008,1
包包质量很好，下次有机会还会来的,1,0,16,0,1,0,-1,0,0,0,6,386,1,0.852293246,1
做工用料都很好，很好安装，物流也给力，很棒！,1,0,22,1,0,0,-1,0,0,1,0,566,1,0.994035439,1
高端大气上档次，收到试穿就决定留下了，很喜欢,1,0,22,0,0,0,-1,0,0,0,1,9319,0,0.996214899,1
非常好原装正品,1,0,7,0,0,0,-1,0,0,1,0,1957,1,0.912088879,1
质量挺好的，很好用，性价比高，物流挺快的,1,0,20,0,0,0,-1,1,0,0,0,1460,0,0.999330025,1
非常好吃，孩子很喜欢,1,0,10,0,0,0,-1,0,0,0,3,1363,0,0.939731417,1
质量很好大小也合适很喜欢下次还会光顾的店家服务也好,1,0,25,0,0,0,-1,0,0,0,1,375,1,0.988504846,1
真的很漂亮溜溜大白菜好棒谢谢老板下次还会光临,1,0,22,0,1,0,-1,0,0,0,6,11,1,0.994958392,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
宝贝收到，儿子很喜欢,1,0,10,0,0,0,-1,0,0,0,1,1509,0,0.947247045,1
是原装的，充电很快。2米的线很实用。好评！,1,0,21,1,0,0,-1,0,0,0,0,1017,0,0.804750481,1
宝贝质量很好，穿的也很好看，这次淘到好东西了，建议想买的朋友可以买下,1,0,34,0,0,0,-1,0,0,0,1,198,1,0.989902561,1
宝贝收舒到，衣服质量很好，穿着大小刚好，放心购买，伍星好评！,1,0,30,1,0,0,-1,0,0,1,1,296,1,0.988637077,1
第二次购买，真的很好吃，很好吃！,1,0,16,1,0,0,-1,0,0,0,3,23,1,0.873094135,1
充电器质量不错，充电速度挺快，挺好的。,1,0,19,0,0,0,-1,0,1,0,0,2205,1,0.998950314,1
不错，质量可以！,1,0,8,1,1,1,-1,0,0,0,0,1357,0,0.847402216,1
这个包装真的是好，吃着口感也不错，脆脆的，酸甜口的，黄桃一个对半批的,1,0,34,0,1,0,0,0,0,0,3,1721,0,0.993302545,1
东西非常好充电也很快还有夜灯不错的购物体验下次买还找这家发货也很快,1,0,33,0,1,1,-1,0,0,0,0,62,1,0.976212906,1
很喜欢和集美一起使用??花臂小姐姐,1,0,17,2,0,1,-1,0,0,0,4,299,0,0.990522293,1
第二次购买了，由于自己保存不当导致报废了，从新买过的，终于又可以上路了，卖家服务态度很好，发货很速度,1,0,50,0,1,0,-1,0,0,1,0,1067,0,0.555178964,1
宝贝已收到了，东西不错很好，谢谢客服推荐,1,0,20,0,0,0,-1,0,0,0,0,64,1,0.852397149,1
很喜欢和集美一起使用??花臂小姐姐,1,0,17,2,0,1,-1,0,0,0,4,299,0,0.990522293,1
做工很不错，充电很快,1,0,10,0,0,0,-1,0,0,1,0,729,1,0.993092639,1
宝贝不错，挺好的！,1,0,9,1,1,0,-1,0,0,0,0,40,1,0.990069077,1
还蛮好吃的,1,0,5,0,0,0,-1,0,0,0,3,566,0,0.783063594,1
挺好的，之前的玩具车要没电了，采购回来轻松安装，车子又恢复了，非常棒，价格也便宜，很满意,1,0,44,0,1,1,-1,0,0,0,0,2139,0,0.771180972,1
用着挺好的，很方便，满意,1,0,12,0,0,0,-1,0,0,0,0,1370,0,0.950750128,1
发货速度真快，包装的真严实,1,0,13,0,1,0,-1,0,0,0,3,526,1,0.821424024,1
发货很快，充电效果非常好,1,0,12,0,0,0,-1,1,0,0,0,2011,1,0.899206207,1
衣服很好看质量摸着很舒服下次继续买,1,0,17,0,1,0,0,0,0,0,1,128,1,0.94057855,1
里面桃都烂了，不能吃。,-1,0,11,0,0,0,-1,0,0,0,3,1300,0,0.418248012,1
非常好吃，已经分享给我同事了,1,1,14,0,0,0,-1,0,0,0,3,1085,1,0.835909282,1
发货速度快，包装完好无损，值得购买。,1,0,18,0,1,0,-1,0,0,0,0,1147,1,0.954042122,1
质量很好，性价比高，很满意,1,0,13,0,0,0,-1,1,0,1,0,1793,1,0.995661698,1
质量很好，版型也很棒，是硬挺的面料不容易皱，很显瘦,1,0,25,0,0,0,-1,0,0,0,1,2336,0,0.997730477,1
拍了个寂寞哈哈！等到显完了在拍,1,0,15,1,0,1,-1,0,0,0,4,79,0,0.987972381,1
宝贝收到了，质量很好，物流很快，满意好评,1,0,20,0,0,0,-1,1,0,0,0,1605,1,0.984958169,1
质量很好，很满意的一次购物,1,0,13,0,0,0,-1,0,0,1,0,994,1,0.966778069,1
质量挺不错的，用着方便很满意,1,0,14,0,0,0,-1,1,0,0,0,833,1,0.9825327,1
充电速度快，卖家还送了小礼物，是原封正品！,1,0,21,1,1,0,-1,0,0,0,0,1280,0,0.933327029,1
口感不错，就是吃多了有点，因为买来一袋就被吃完啦，图片就没有拍了，挺好的！,1,0,37,1,0,0,-1,0,1,1,3,1641,0,0.974692369,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
跟描述的是一样的，很显高档，物美价廉，要买的朋友可以下单噢！,1,0,30,1,0,0,-1,1,0,0,6,454,1,0.99589146,1
超级可爱，蛮厚实的，面料摸着软软的，适合冬季穿搭，和男朋友一人一件，冬天有它就不会冷啦,1,0,43,0,1,0,-1,0,0,1,1,270,1,0.859864905,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
很好的衣服质量也不错满意,1,0,12,0,0,0,-1,0,0,0,1,1569,0,0.97720624,1
买了三台一个无线充电贴都不送唉,0,0,15,0,1,0,-1,0,0,0,0,1820,0,0.099881172,1
质量还不错。172高近120斤，穿着刚好，有点松松的感觉。是喜欢的宽容度,1,0,36,0,0,0,-1,0,0,1,1,1103,0,0.354376363,1
挺好的，目前没问题，后续追评,1,0,14,0,0,0,-1,1,0,0,0,937,1,0.622784768,1
不错非常好，发货速度很快，充电速度也可以，完美,1,0,23,0,0,0,-1,0,0,0,0,5193,1,0.998525094,1
送朋友的朋友说很好吃????下次再来回购,1,0,20,4,0,0,-1,0,0,0,3,64,1,0.202431192,1
第三次买了，小朋友非常喜欢！,1,0,14,1,0,0,-1,0,0,0,3,279,0,0.653767537,1
衣服收到了尺码标准上身效果好看老公很喜欢,1,0,20,0,0,0,-1,0,0,0,1,88,1,0.969457162,1
持久情况：非常好，已经两天了,1,0,14,0,0,1,-1,0,0,0,4,44,1,0.291557326,1
挺好看的贴的时候要按照要求贴要不然颜色会浅点图案喜欢还赠了两个小图卖家挺好的,1,0,38,0,1,0,-1,0,0,0,4,86,1,0.996798804,1
行李箱质量很不错材质很好，很结实，内里布料也很好，容量够大轮子拖的时候基本没什么声音，颜色基本跟图片一样，没色差，反正我个人是很满意的，还送了贴纸，可惜只能放5张图片，所以不上传了，哈哈~,1,1,94,0,1,0,-1,0,0,0,6,3056,0,0.441356435,1
是原装的，满意好评,1,0,9,0,0,0,-1,0,0,0,0,1192,1,0.635968422,1
不错啊，可以用，挺好的！小朋友可以看啦,1,0,19,1,1,0,-1,0,0,0,0,1531,0,0.986576225,1
一如既往的好品质，非常喜欢的一款产品，非常棒！o(*￣︶￣*)o,1,0,32,1,0,0,-1,1,0,0,1,126,1,0.999380994,1
不好意思，有点忙确认晚了，质量不错，很满意,1,0,21,0,0,0,-1,0,0,0,0,2230,0,0.564828129,1
好久没吃了好吃????,1,0,11,4,1,0,-1,0,0,0,3,1641,0,0.23617966,1
超级厚实，贼可爱！太喜欢了，还没有穿，但是真的太喜欢了，摸起来也软软的，细节感觉也很好，毛衣里面也是很可爱的好几种颜色，跟对象一起买了一对，我们都超级满意，哈哈哈哈。,1,1,83,1,1,0,-1,1,0,0,1,218,1,0.999962319,1
给老公买的，他很喜欢，比较显高，韩范好看,1,0,20,0,0,0,-1,0,0,0,1,308,0,0.976110101,1
很好，很不错，和商家描述的一样，好评。,1,0,19,0,0,0,-1,1,0,0,0,1331,1,0.830334583,1
发货很快包装很好收到货了质量很好非常满意,1,0,20,0,0,0,-1,1,0,0,0,1164,0,0.963752068,1
放心入手，值得一试，你会发现风格多变的你，从来没有穿过西装的我，收到货后，收到快递的我飞奔回家试衣服～～～穿着超级帅气的,1,2,60,0,0,0,-1,0,0,0,1,3747,1,0.988789458,1
货真价实！,1,0,5,1,0,0,-1,0,0,1,3,69,1,0.180515635,1
还可以只是充电偶尔屏幕会跳以前用无线充没遇到过但是很小概率触发还能接受,1,0,35,0,0,0,-1,1,0,0,0,224,1,0.639015929,1
物流很快，到家就用了，冲电很快，很好用的,1,0,20,0,0,0,-1,0,0,1,0,361,1,0.988580262,1
衣服很棒很喜欢，尺码很对穿着好合适，做工也比较精细。也给女票买了一件,1,0,34,0,0,0,-1,0,0,1,1,109,1,0.999610186,1
好吃奶味十足,1,0,6,0,0,0,-1,0,0,0,3,180,1,0.974889226,1
很不错，味道在线。快递很快，第二天就到了，好评！,1,0,24,1,0,0,-1,0,0,0,3,75,1,0.354563372,1
给男朋友买的，一人一件，情侣装，感觉不错不错！,1,0,23,1,1,0,-1,0,0,1,1,76,1,0.979807581,1
很实用，价格也实惠，挺不错的,1,0,14,0,0,0,-1,1,0,0,0,1128,0,0.997723623,1
味道挺不错的，朋友都很喜欢吃，说下次还要继续点。今天还是比较幸运的，去了不用排队，可能我们去比较早吧。虽然中间出了一点小插曲，但还好不影响我们吃，而且店家提供的量是够的。还担心不好吃呢，结果是感觉比想象中令人满意，希望店家多搞活动，下次会再团。,1,2,122,0,0,0,-1,0,0,0,3,273,1,0.992686864,1
穿起来很好。百搭舒服。很喜欢。,1,0,15,0,1,0,-1,0,0,0,1,1957,0,0.977007627,1
比较厚实，穿上很暖和厚薄度：中偏厚,1,0,17,0,0,0,-1,0,0,1,1,1441,0,0.690933317,1
送朋友的，她说好喝！,1,0,10,1,0,0,-1,0,0,0,3,239,1,0.44930528,1
上妆效果：不反光看起来不假今天是第五天了很奈斯我的肤质：我跟弟弟早上同时贴上的我的显色比较慢他当天晚上就黑了我的只有浅浅的灰色不过最后的颜色都很好,1,4,73,0,1,0,-1,0,0,0,4,143,1,0.333936662,1
本来不想追评的，可还是给后来买的提个醒吧，穿了三四次吧，起球厉害的直接报废不能穿,-2,0,11,0,0,0,47,0,0,0,1,2865,0,0.007142353,1
讲真东西还不错，热敷显色挺快的，但是掉色也挺快的。第四天就开始掉色了，我一天贴一个，第四个刚显色第一个就脱色成这样了,1,1,58,0,0,1,-1,0,0,0,4,996,0,0.942711362,1
掌柜的服务态度真好，发货很快。商品质量也相当不错。太喜欢了，谢谢！,1,0,33,1,0,0,-1,1,0,0,6,2144,1,0.973679266,1
质量很好，比实体店便宜，性价比高,1,0,16,0,0,0,-1,1,0,0,0,572,1,0.985240417,1
挺好的，性价比高，和店家描述一致,1,0,16,0,0,0,-1,0,0,1,0,603,1,0.992552885,1
发货非常快，包装好，质量也很好，好评。,1,0,19,0,0,0,-1,0,0,1,3,4912,0,0.865572088,1
非常棒，很容易贴好，而且不掉色，很好看，值得购买,1,0,24,0,0,1,-1,0,0,0,4,203,0,0.99743256,1
很喜欢和集美一起使用??花臂小姐姐,1,0,17,2,0,1,-1,0,0,0,4,299,0,0.990522293,1
好吃，已经回购过很多次了,1,0,12,0,0,0,-1,0,0,1,3,407,1,0.342660878,1
不错，孩子很喜欢,1,0,8,0,0,0,-1,0,0,0,3,1101,0,0.986311107,1
超级好看的毛衣，大家都说好看，老公也很喜欢,1,0,21,0,0,0,-1,0,0,0,1,548,0,0.469449776,1
质量非常不错，充电速度很快。线质量也非常不错。以后还会来光顾的。,1,0,32,0,0,0,-1,0,0,0,0,2877,0,0.996658249,1
双十一便宜又实惠，买了好多，宝贝一如既往的好??，性价比非常高，大品牌值得信赖??双11买的，很快到了，是全新正品??，包装很仔细，没有问题宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖,1,0,105,6,1,0,-1,0,0,0,1,667,0,1.0,1
宝贝和介绍的一样，质感很好，功能强大，用了感觉不错,1,0,25,0,0,0,-1,1,0,0,1,49,1,0.999748623,1
宝贝收到了，东西很好，物流很快！,1,0,16,1,0,0,-1,0,0,0,0,275,0,0.979305822,1
不错，是正品，充电很快，好评,1,0,14,0,0,0,-1,0,0,0,0,1356,1,0.987573861,1
本来还很担心东西不好，拿到手发现完全多虑了，五星好评,1,0,26,0,0,0,-1,1,0,0,1,875,1,0.703302798,1
简直是捡到宝贝了爱了，这个真的挺好的，可以算是物美价廉，挺值的,1,0,31,0,0,0,-1,0,0,0,0,329,1,0.999000805,1
设计巧妙，功能强大，使用非常方便。,1,0,17,0,0,0,-1,1,0,0,0,3050,1,0.996440204,1
66,1,0,18,1,0,0,38,0,1,0,0,19,1,0.125,1
质量很好穿着有型又立体满意！,1,0,14,1,0,0,-1,0,0,1,1,1663,1,0.993194294,1
充电器质量很好，插口很结实，功能很强大，真的很棒!,1,0,25,1,0,0,-1,0,0,0,0,2247,0,0.999438788,1
鲨鲨好可爱啊！质量挺好的～,1,0,13,1,1,0,-1,0,0,1,1,1005,0,0.96232877,1
第一次贴没估计好距离整太远了。一觉起来就显色了，不过睡前裹的保鲜膜睡到一半迷迷糊糊摘了，结果手心也印上了orz！睡觉不老实的姐妹一定要确保裹好保鲜膜嗷&mdash;&mdash;颜色比较深的那张是过去86小时了。,1,0,106,1,1,0,-1,0,0,0,4,254,1,0.000530814,1
整体评价：非常好持久情况：已经一个多星期了，还没掉色上妆效果：操作非常简单,1,0,37,0,1,0,-1,0,0,0,4,1110,0,0.302758431,1
衣服过屁股，长短合适，扣子好看，厚度现在穿正合适,1,0,24,0,1,0,1,0,0,0,1,1719,0,0.932688725,1
已收到货了，质量很好，我很满意，好评,1,1,18,0,0,0,-1,1,0,0,0,2667,1,0.676026466,1
口感好吃,1,0,4,0,0,0,-1,0,0,0,3,550,1,0.783873583,1
宝贝收到了，充电很快，质量超级棒，好评哦！,1,0,21,1,1,0,0,0,0,0,0,102,1,0.94422773,1
充电快速快，点赞,1,0,8,0,0,0,-1,0,0,0,0,1114,1,0.94381222,1
孩子很喜欢，五星,1,0,8,0,0,0,-1,0,0,0,3,331,0,0.913870155,1
整体评价：非常好持久情况：已经一个多星期了，还没掉色上妆效果：操作非常简单,1,0,37,0,1,0,-1,0,0,0,4,1110,0,0.302758431,1
宝贝真的很不错，真心喜欢，质量太好，客服服务态度太好了，满意。,1,0,31,0,0,0,-1,0,0,0,0,763,0,0.942266019,1
充电器收到了，质量不错，充电速度很满意,1,0,19,0,0,0,-1,0,0,0,0,1968,0,0.987764211,1
非常棒，很容易贴好，而且不掉色，很好看，值得购买,1,0,24,0,0,1,-1,0,0,0,4,203,0,0.99743256,1
挺好看的贴的时候要按照要求贴要不然颜色会浅点图案喜欢还赠了两个小图卖家挺好的,1,0,38,0,1,0,-1,0,0,0,4,86,1,0.996798804,1
还可以但是好大主要不跟客服讲话体验就好,1,0,19,0,0,0,-1,0,0,0,1,1317,1,0.751771727,1
宝贝挺暖和的，无色差，柔软舒适，好！,1,0,18,1,0,0,-1,0,1,0,1,244,1,0.807591583,1
款式漂亮，时尚美观，手感不错，服务周到，喜欢,1,0,22,0,0,0,-1,1,0,0,6,510,1,0.999976818,1
不错换上就能用了。,1,0,9,0,0,0,-1,0,0,0,0,1906,0,0.817161325,1
挺好的，男朋友很喜欢！！,1,0,12,2,0,0,-1,0,0,0,1,27,1,0.925616783,1
实物与描述的一样，质量相当好，卖家态度也好，有问必答，发货速度杠杠的，值得购买哦,1,0,40,0,0,0,-1,1,0,0,0,1640,0,0.997527558,1
是理想中的产品，质量不错，物流也很快，值得点赞,1,0,23,0,0,0,-1,1,0,0,0,336,0,0.999234346,1
孩子吃稍微有点硬,1,0,8,0,0,0,-1,0,1,1,3,706,1,0.466752063,1
无线充电器质量很好，做工精细款式也很漂亮，充电速度也很快，用着很方便。快递也很快运输无破损，很满意。,1,0,50,0,0,0,-1,1,0,0,0,2210,1,0.999996138,1
使用感受非常好买就完了,1,0,11,0,0,0,-1,1,0,0,0,231,1,0.87820721,1
非常好又下单了再来两箱,1,0,11,0,0,0,-1,0,0,0,3,1418,0,0.319170884,1
爱了好看啊完全不反光发货速度也超快，就是自己需要注意一下睡觉别压着可以拿美纹胶带贴一贴防止印到别的地方过两天就不掉色了很真实洗澡啥的都没弄掉，一下子买了很多够用很久的了,1,0,84,0,1,0,-1,0,0,0,4,607,0,0.341189996,1
第5次购买,1,0,5,0,0,0,-1,0,0,0,3,192,0,0.534179461,1
真的像真纹身的，推荐入手，四天左右时间了，真的好真!真的好帅!巨好看！不要问我为什么贴老虎，哈哈，就是喜欢这种酷酷的。不敢纹身又喜欢纹身的，可以一试,1,1,74,3,1,1,-1,0,0,0,4,14,1,0.999589242,1
超爱这家，针不错,1,0,8,0,0,0,-1,0,0,0,1,14,1,0.953856493,1
物流非常快，衣服的质量非常好，穿着很舒服，非常满意。,1,0,26,0,0,0,-1,0,1,0,1,508,1,0.987144016,1
还可以哈哈哈哈哈一般般吧,1,0,12,0,1,0,-1,0,0,0,6,1099,0,0.878461199,1
特别好吃已经购第二箱了给过年备的,1,0,16,0,0,0,-1,0,0,1,3,845,1,0.245157787,1
衣服收到了非常满意的一次网购，质量好挺厚的，穿着很舒服，版型好看，想买的不要犹豫了,1,0,41,0,0,0,-1,0,0,0,1,669,1,0.995931029,1
东西经过曲折还是拿到了还没试用不知道效果怎么样,1,0,23,0,0,0,-1,0,0,0,0,1050,0,0.581658018,1
快递挺快的，已经收到了，便宜，插上合适~不用再买电池啦~,1,0,28,0,1,0,-1,0,0,0,0,1282,0,0.568991443,1
老公穿上很是帅气！版型特别好！,1,0,15,2,0,0,-1,0,0,0,1,225,1,0.862540121,1
行李箱收到有一段时间才来评价的，这款行李箱比想象中还好看，是我喜欢的款式，我拍的是红色喜庆，带回老家结婚用的，下次还会再来购买,1,2,63,0,1,1,-1,0,0,0,6,202,1,0.989515507,1
